Date,value
2021-07-01 22:30:00,-0.9887840417697402
2021-07-01 22:40:00,-0.9453154786671865
2021-07-01 22:50:00,-0.8045033137156048
2021-07-01 23:00:00,-0.7885455487601142
2021-07-01 23:10:00,-0.7602081822572785
2021-07-01 23:20:00,-0.8299056143333198
2021-07-01 23:30:00,-0.7931113874133424
2021-07-01 23:40:00,-0.7540189455379889
2021-07-01 23:50:00,-0.7461023324169112
2021-07-02 00:00:00,-0.92106121822966
2021-07-02 00:10:00,-0.9923019262405182
2021-07-02 00:20:00,-0.899234100426791
2021-07-02 00:30:00,-0.9326096114560569
2021-07-02 00:40:00,-0.759715403181915
2021-07-02 00:50:00,-0.9406507695354573
2021-07-02 01:00:00,-1.0125563249594638
2021-07-02 01:10:00,-1.05361955445723
2021-07-02 01:20:00,-0.9253508859273479
2021-07-02 01:30:00,-0.698247853528462
2021-07-02 01:40:00,-0.884304280990426
2021-07-02 01:50:00,-1.0487089798128726
2021-07-02 02:00:00,-1.0186659667828193
2021-07-02 02:10:00,-0.9439224081327158
2021-07-02 02:20:00,-0.9565883841948614
2021-07-02 02:30:00,-0.9555035258578807
2021-07-02 02:40:00,-1.0060020595300736
2021-07-02 02:50:00,-0.9007631407692698
2021-07-02 03:00:00,-0.8650588962539475
2021-07-02 03:10:00,-0.7833048536531897
2021-07-02 03:20:00,-1.110309906183382
2021-07-02 03:30:00,-1.0335841799853338
2021-07-02 03:40:00,-0.9650370394888865
2021-07-02 03:50:00,-0.9932627088974707
2021-07-02 04:00:00,-0.930077104247304
2021-07-02 04:10:00,-0.7950287459324333
2021-07-02 04:20:00,-0.796712420913801
2021-07-02 04:30:00,-0.9014269593070992
2021-07-02 04:40:00,-1.0582127384091475
2021-07-02 04:50:00,-0.9550448430009063
2021-07-02 05:00:00,-0.82926368756949
2021-07-02 05:10:00,
2021-07-02 05:20:00,-0.8342984371625972
2021-07-02 05:30:00,-0.9302512317923196
2021-07-02 05:40:00,-0.8102261116607269
2021-07-02 05:50:00,-0.8287013461735938
2021-07-02 06:00:00,-0.8713454824818603
2021-07-02 06:10:00,-0.881464253631864
2021-07-02 06:20:00,-0.9854987539290836
2021-07-02 06:30:00,-0.7547118010297676
2021-07-02 06:40:00,-0.9539314072664098
2021-07-02 06:50:00,-0.9780885901413471
2021-07-02 07:00:00,-0.8962618088396823
2021-07-02 07:10:00,-0.9653927947854325
2021-07-02 07:20:00,-0.7024167569905342
2021-07-02 07:30:00,-0.8055627905224748
2021-07-02 07:40:00,-1.0893986005037488
2021-07-02 07:50:00,-0.9387339272364441
2021-07-02 08:00:00,-0.9710778084516558
2021-07-02 08:10:00,-0.8552831123109269
2021-07-02 08:20:00,-1.0163939032288467
2021-07-02 08:30:00,-1.2026787255827345
2021-07-02 08:40:00,-0.9751047128116965
2021-07-02 08:50:00,-1.1303960425819777
2021-07-02 09:00:00,-0.8899384917249705
2021-07-02 09:10:00,-0.8367256724599292
2021-07-02 09:20:00,-0.8931381086619374
2021-07-02 09:30:00,-0.727259667034831
2021-07-02 09:40:00,-0.9710483817325174
2021-07-02 09:50:00,-0.9858521262579437
2021-07-02 10:00:00,-0.9045688139129383
2021-07-02 10:10:00,-1.0426709310836941
2021-07-02 10:20:00,-0.8962008014090228
2021-07-02 10:30:00,-1.0542073510850054
2021-07-02 10:40:00,-0.9208539874571622
2021-07-02 10:50:00,-0.9619736820371693
2021-07-02 11:00:00,-0.953409610818533
2021-07-02 11:10:00,-1.0913906864636227
2021-07-02 11:20:00,-0.7905217333299628
2021-07-02 11:30:00,-0.7934002760517859
2021-07-02 11:40:00,-0.9810891283459122
2021-07-02 11:50:00,-1.1381999052689553
2021-07-02 12:00:00,-0.9959614995748269
2021-07-02 12:10:00,-0.6830787974514048
2021-07-02 12:20:00,-0.8528344968802803
2021-07-02 12:30:00,-0.9908677009933531
2021-07-02 12:40:00,-0.7380302880433737
2021-07-02 12:50:00,-0.8498389368421494
2021-07-02 13:00:00,-1.0198689213230185
2021-07-02 13:10:00,-1.0379451650574227
2021-07-02 13:20:00,-0.9907696250699611
2021-07-02 13:30:00,-0.9564460883563487
2021-07-02 13:40:00,-0.851282769984801
2021-07-02 13:50:00,-0.9558182635829735
2021-07-02 14:00:00,-0.7660744532426431
2021-07-02 14:10:00,-0.807480127794965
2021-07-02 14:20:00,-0.7670068372284242
2021-07-02 14:30:00,-1.1058222692721444
2021-07-02 14:40:00,-0.9423218754650899
2021-07-02 14:50:00,-0.8580939211970119
2021-07-02 15:00:00,-1.1289126971947072
2021-07-02 15:10:00,-0.8393699713171555
2021-07-02 15:20:00,-0.9956600830037324
2021-07-02 15:30:00,-0.820932915757772
2021-07-02 15:40:00,-1.0291318201600737
2021-07-02 15:50:00,-0.8871157025532654
2021-07-02 16:00:00,-0.9473566991406911
2021-07-02 16:10:00,-0.9133629430682881
2021-07-02 16:20:00,-0.9342849029890528
2021-07-02 16:30:00,-0.9438260270015161
2021-07-02 16:40:00,-0.9954076324215477
2021-07-02 16:50:00,-0.9442642199159421
2021-07-02 17:00:00,-0.9738485160565216
2021-07-02 17:10:00,-0.8087620810624429
2021-07-02 17:20:00,-0.8798221340179597
2021-07-02 17:30:00,-0.9566689322754162
2021-07-02 17:40:00,-1.1201753058290715
2021-07-02 17:50:00,-0.8655899893289796
2021-07-02 18:00:00,-1.1006666123815987
2021-07-02 18:10:00,-0.8959307364469498
2021-07-02 18:20:00,-0.8052663422568245
2021-07-02 18:30:00,-0.8954923027006898
2021-07-02 18:40:00,-0.9723431866368579
2021-07-02 18:50:00,-0.9503646860130479
2021-07-02 19:00:00,-0.867810606163294
2021-07-02 19:10:00,-0.9505704716394178
2021-07-02 19:20:00,
2021-07-02 19:30:00,-0.9908000093217301
2021-07-02 19:40:00,-1.0324538735706867
2021-07-02 19:50:00,-1.069198783302645
2021-07-02 20:00:00,-0.9717375669897883
2021-07-02 20:10:00,-0.8104755633665497
2021-07-02 20:20:00,-0.9688809826584075
2021-07-02 20:30:00,
2021-07-02 20:40:00,-0.8795649793714228
2021-07-02 20:50:00,-0.9233166108828863
2021-07-02 21:00:00,-0.9240541072299203
2021-07-02 21:10:00,-0.8323373141050613
2021-07-02 21:20:00,-0.9263337488597868
2021-07-02 21:30:00,-0.7727501961037135
2021-07-02 21:40:00,-1.0285199176043953
2021-07-02 21:50:00,-1.0190299371840335
2021-07-02 22:00:00,-0.8999414223788769
2021-07-02 22:10:00,
2021-07-02 22:20:00,-0.9260374263687375
2021-07-02 22:30:00,-1.0048648116410548
2021-07-02 22:40:00,-0.8541472410191258
2021-07-02 22:50:00,-1.0265354643137339
2021-07-02 23:00:00,-0.8697325526519577
2021-07-02 23:10:00,-0.9403354258560052
2021-07-02 23:20:00,-0.9557427455407304
2021-07-02 23:30:00,-0.8968290337371062
2021-07-02 23:40:00,
2021-07-02 23:50:00,-0.8584617468879231
2021-07-03 00:00:00,-0.9349212430516951
2021-07-03 00:10:00,-1.0894831961630207
2021-07-03 00:20:00,-0.8248361666177098
2021-07-03 00:30:00,-1.1769424416722059
2021-07-03 00:40:00,-1.1510877268916988
2021-07-03 00:50:00,
2021-07-03 01:00:00,-0.9130049852011677
2021-07-03 01:10:00,
2021-07-03 01:20:00,
2021-07-03 01:30:00,-1.0051455013665493
2021-07-03 01:40:00,-1.1015252416104684
2021-07-03 01:50:00,-1.210283198741423
2021-07-03 02:00:00,-1.1172920008865113
2021-07-03 02:10:00,-0.9660326613756702
2021-07-03 02:20:00,-1.0773396869760272
2021-07-03 02:30:00,-0.9153807056770435
2021-07-03 02:40:00,-0.9861145142029099
2021-07-03 02:50:00,-1.037403159948257
2021-07-03 03:00:00,-1.1087113578917063
2021-07-03 03:10:00,-0.9431231945414456
2021-07-03 03:20:00,-1.1035023874132863
2021-07-03 03:30:00,-1.1987533092913463
2021-07-03 03:40:00,-1.0582024368513336
2021-07-03 03:50:00,-0.9388380417048723
2021-07-03 04:00:00,-1.021861958317518
2021-07-03 04:10:00,-1.154993028994879
2021-07-03 04:20:00,-0.9618997833409537
2021-07-03 04:30:00,-1.0259080444988096
2021-07-03 04:40:00,
2021-07-03 04:50:00,-0.8389200414679395
2021-07-03 05:00:00,-1.0417061947251907
2021-07-03 05:10:00,-1.0986375799131174
2021-07-03 05:20:00,
2021-07-03 05:30:00,-0.9589491108981888
2021-07-03 05:40:00,-0.98233789859657
2021-07-03 05:50:00,-1.0167820571429114
2021-07-03 06:00:00,-0.9450984814473304
2021-07-03 06:10:00,-0.788713103832346
2021-07-03 06:20:00,-0.9827246499020414
2021-07-03 06:30:00,-0.9625959295437374
2021-07-03 06:40:00,-0.9684654828326255
2021-07-03 06:50:00,
2021-07-03 07:00:00,-1.2427981344759258
2021-07-03 07:10:00,-1.0288003470070999
2021-07-03 07:20:00,-1.0393074783709964
2021-07-03 07:30:00,-1.1332681668615467
2021-07-03 07:40:00,
2021-07-03 07:50:00,-1.159600734576217
2021-07-03 08:00:00,
2021-07-03 08:10:00,-0.9377331403847032
2021-07-03 08:20:00,-1.1040737613276634
2021-07-03 08:30:00,-1.187712195006175
2021-07-03 08:40:00,-0.9704471047526967
2021-07-03 08:50:00,-0.9992572730577602
2021-07-03 09:00:00,-1.117253386542263
2021-07-03 09:10:00,-0.9833384931534487
2021-07-03 09:20:00,-0.8627140839561138
2021-07-03 09:30:00,-1.1011643273117075
2021-07-03 09:40:00,-0.9945582553711855
2021-07-03 09:50:00,-0.964836240789879
2021-07-03 10:00:00,-1.0265961497084872
2021-07-03 10:10:00,-1.202895468623272
2021-07-03 10:20:00,-1.060149514751312
2021-07-03 10:30:00,-0.9523288822833001
2021-07-03 10:40:00,-0.9417791806027385
2021-07-03 10:50:00,-0.9156712534406899
2021-07-03 11:00:00,-1.0585570776967117
2021-07-03 11:10:00,-0.9308225456930258
2021-07-03 11:20:00,
2021-07-03 11:30:00,-0.9731520949768461
2021-07-03 11:40:00,-1.1132406898971998
2021-07-03 11:50:00,-0.9876089137941367
2021-07-03 12:00:00,-1.2076686250739752
2021-07-03 12:10:00,-1.1368655948739137
2021-07-03 12:20:00,-0.9420515409029051
2021-07-03 12:30:00,-0.9181987500246597
2021-07-03 12:40:00,-0.8822359784353054
2021-07-03 12:50:00,-1.0254266442662856
2021-07-03 13:00:00,-1.008899411670685
2021-07-03 13:10:00,-1.135195562856723
2021-07-03 13:20:00,-1.0370797573343506
2021-07-03 13:30:00,-0.9546285832966064
2021-07-03 13:40:00,-0.8430862935317627
2021-07-03 13:50:00,-1.0022543788983083
2021-07-03 14:00:00,
2021-07-03 14:10:00,-0.9644402322664427
2021-07-03 14:20:00,-1.209861645682595
2021-07-03 14:30:00,-0.9422486296942526
2021-07-03 14:40:00,-0.932748812692196
2021-07-03 14:50:00,-1.0715544468877516
2021-07-03 15:00:00,-0.9086504590418257
2021-07-03 15:10:00,-1.2049918587771102
2021-07-03 15:20:00,-0.8545998388857318
2021-07-03 15:30:00,-0.8126991099212967
2021-07-03 15:40:00,-1.0048076386451283
2021-07-03 15:50:00,-1.2063042641851718
2021-07-03 16:00:00,-0.9328778922298792
2021-07-03 16:10:00,-0.9953198386041441
2021-07-03 16:20:00,-1.0580140565051732
2021-07-03 16:30:00,-0.9667869232423589
2021-07-03 16:40:00,-1.1947776208429193
2021-07-03 16:50:00,-0.8071882672619094
2021-07-03 17:00:00,-0.9411892060060663
2021-07-03 17:10:00,-1.2036794011520247
2021-07-03 17:20:00,-1.085796192638682
2021-07-03 17:30:00,-1.128985348736414
2021-07-03 17:40:00,
2021-07-03 17:50:00,-1.0245296626876748
2021-07-03 18:00:00,-1.1864176430130466
2021-07-03 18:10:00,-0.8438408576588271
2021-07-03 18:20:00,-1.0549367897330653
2021-07-03 18:30:00,
2021-07-03 18:40:00,-0.9807485225738733
2021-07-03 18:50:00,-1.0382185285521874
2021-07-03 19:00:00,-1.0349102899119096
2021-07-03 19:10:00,-1.000519524898669
2021-07-03 19:20:00,-0.9632154327694152
2021-07-03 19:30:00,-1.0761657148439792
2021-07-03 19:40:00,-1.061822020734708
2021-07-03 19:50:00,-0.9297707253725888
2021-07-03 20:00:00,-0.9495204973509679
2021-07-03 20:10:00,-0.8684379094179826
2021-07-03 20:20:00,-0.8057510050088654
2021-07-03 20:30:00,-1.0275968219258478
2021-07-03 20:40:00,-0.9542914748603334
2021-07-03 20:50:00,-0.9058018676260471
2021-07-03 21:00:00,-1.103913653610652
2021-07-03 21:10:00,-0.881462231468484
2021-07-03 21:20:00,-0.84620952159165
2021-07-03 21:30:00,-0.8991053073808463
2021-07-03 21:40:00,-1.0679561546072218
2021-07-03 21:50:00,-1.1271230701941213
2021-07-03 22:00:00,-0.8039367286917718
2021-07-03 22:10:00,-0.9940703806410239
2021-07-03 22:20:00,-0.9688828697821168
2021-07-03 22:30:00,-0.8637050314754525
2021-07-03 22:40:00,-0.9346281422181965
2021-07-03 22:50:00,-0.9957941782694318
2021-07-03 23:00:00,-1.0341829305678043
2021-07-03 23:10:00,-1.0257733100178832
2021-07-03 23:20:00,-1.1119311747749745
2021-07-03 23:30:00,-0.9010278504663024
2021-07-03 23:40:00,-0.9686093859034092
2021-07-03 23:50:00,
2021-07-04 00:00:00,-1.0763009798497283
2021-07-04 00:10:00,-0.9181859571277701
2021-07-04 00:20:00,-1.1963899069001251
2021-07-04 00:30:00,-0.9567222785156768
2021-07-04 00:40:00,-0.913295000455254
2021-07-04 00:50:00,-0.9345868218441287
2021-07-04 01:00:00,-1.0332763087488335
2021-07-04 01:10:00,-1.0637378360008454
2021-07-04 01:20:00,-1.0136944283735176
2021-07-04 01:30:00,-1.008841083336643
2021-07-04 01:40:00,-0.974315985143211
2021-07-04 01:50:00,-0.9508126981047698
2021-07-04 02:00:00,-0.9833663334205742
2021-07-04 02:10:00,-1.0882091980872668
2021-07-04 02:20:00,-0.9270922698505157
2021-07-04 02:30:00,-1.014990977521896
2021-07-04 02:40:00,-0.9592689532013827
2021-07-04 02:50:00,-1.0327236237508055
2021-07-04 03:00:00,-1.044037642766437
2021-07-04 03:10:00,-0.774768170999704
2021-07-04 03:20:00,-1.0956165830058033
2021-07-04 03:30:00,-0.9421856256047213
2021-07-04 03:40:00,-0.8655787513185328
2021-07-04 03:50:00,-0.9063982578934735
2021-07-04 04:00:00,-0.9209445578202128
2021-07-04 04:10:00,-1.0493204070083164
2021-07-04 04:20:00,-1.0878507891443037
2021-07-04 04:30:00,-0.9171353403515468
2021-07-04 04:40:00,-1.0281807103086478
2021-07-04 04:50:00,-0.9515058092457329
2021-07-04 05:00:00,-0.837354382673182
2021-07-04 05:10:00,-0.7634403510052084
2021-07-04 05:20:00,-1.0321762510418895
2021-07-04 05:30:00,-0.9035077481784792
2021-07-04 05:40:00,
2021-07-04 05:50:00,
2021-07-04 06:00:00,-1.0612974565362285
2021-07-04 06:10:00,-1.0624708534333003
2021-07-04 06:20:00,-0.9870445790205475
2021-07-04 06:30:00,-0.9383563511417857
2021-07-04 06:40:00,-0.8968237771634738
2021-07-04 06:50:00,-0.9620938057508502
2021-07-04 07:00:00,-1.0226524632744014
2021-07-04 07:10:00,-0.8164136389658441
2021-07-04 07:20:00,-1.0201541979704596
2021-07-04 07:30:00,-0.9801772504747461
2021-07-04 07:40:00,-0.9643135676979327
2021-07-04 07:50:00,-0.8978314215225954
2021-07-04 08:00:00,-1.043255331003208
2021-07-04 08:10:00,-0.86782501994669
2021-07-04 08:20:00,-0.9659720519970763
2021-07-04 08:30:00,-1.0025941780970435
2021-07-04 08:40:00,-1.1528420605772303
2021-07-04 08:50:00,-0.8950359887424237
2021-07-04 09:00:00,-0.9462045063977057
2021-07-04 09:10:00,-0.7828808771421214
2021-07-04 09:20:00,-1.226751441649192
2021-07-04 09:30:00,-1.018268970335054
2021-07-04 09:40:00,-1.0104466809188055
2021-07-04 09:50:00,
2021-07-04 10:00:00,-0.9206288753058929
2021-07-04 10:10:00,-1.0761095494962398
2021-07-04 10:20:00,-1.0964486809772018
2021-07-04 10:30:00,-1.0342717870732274
2021-07-04 10:40:00,-0.9589468425734179
2021-07-04 10:50:00,-0.8451377510537827
2021-07-04 11:00:00,-1.1326824273149152
2021-07-04 11:10:00,-0.8057142827709253
2021-07-04 11:20:00,-0.908956200345169
2021-07-04 11:30:00,-0.952237852098428
2021-07-04 11:40:00,-0.9481589785378306
2021-07-04 11:50:00,-0.9491587512985517
2021-07-04 12:00:00,-1.0608895890900183
2021-07-04 12:10:00,
2021-07-04 12:20:00,-1.0631258300801394
2021-07-04 12:30:00,-1.0401088179118951
2021-07-04 12:40:00,-0.9691574309576577
2021-07-04 12:50:00,-0.907730222465427
2021-07-04 13:00:00,-0.9017643997050626
2021-07-04 13:10:00,-1.0267904440258253
2021-07-04 13:20:00,-0.8820718593770448
2021-07-04 13:30:00,-0.8818729032685835
2021-07-04 13:40:00,-0.998028333628001
2021-07-04 13:50:00,-1.038280379609062
2021-07-04 14:00:00,-0.9472890672866517
2021-07-04 14:10:00,-0.8835789527068564
2021-07-04 14:20:00,-1.1107552639899527
2021-07-04 14:30:00,-0.9910084649121
2021-07-04 14:40:00,-1.0266178939038229
2021-07-04 14:50:00,-0.8667935620201517
2021-07-04 15:00:00,-0.9149212817706212
2021-07-04 15:10:00,-0.9703584266538287
2021-07-04 15:20:00,-1.1601854236095483
2021-07-04 15:30:00,-0.9299246505085623
2021-07-04 15:40:00,-1.0059746435062633
2021-07-04 15:50:00,-1.0902579661434013
2021-07-04 16:00:00,-0.9700983734372722
2021-07-04 16:10:00,-1.1572800040083198
2021-07-04 16:20:00,-1.1389335352048686
2021-07-04 16:30:00,-1.1079297759084048
2021-07-04 16:40:00,-1.0072645870434673
2021-07-04 16:50:00,-0.8463344751972046
2021-07-04 17:00:00,-0.8527902035245267
2021-07-04 17:10:00,-1.055294995483869
2021-07-04 17:20:00,-0.9171979900062529
2021-07-04 17:30:00,
2021-07-04 17:40:00,-1.119909463605884
2021-07-04 17:50:00,-0.9437225602348984
2021-07-04 18:00:00,-0.9037055636197677
2021-07-04 18:10:00,-1.129198384879731
2021-07-04 18:20:00,-0.9435228933698271
2021-07-04 18:30:00,-1.0633500620646323
2021-07-04 18:40:00,-0.9173197422781008
2021-07-04 18:50:00,
2021-07-04 19:00:00,-1.0550982587153488
2021-07-04 19:10:00,-0.9538750271505316
2021-07-04 19:20:00,
2021-07-04 19:30:00,-1.0921427860716542
2021-07-04 19:40:00,
2021-07-04 19:50:00,-0.8487319006458682
2021-07-04 20:00:00,-0.9528460409210769
2021-07-04 20:10:00,-0.9210253170063658
2021-07-04 20:20:00,-1.1549737954082424
2021-07-04 20:30:00,-1.0965975954368885
2021-07-04 20:40:00,-0.8291597262839328
2021-07-04 20:50:00,
2021-07-04 21:00:00,
2021-07-04 21:10:00,-0.9720115008821512
2021-07-04 21:20:00,-1.0269799395836658
2021-07-04 21:30:00,-0.9378444576962416
2021-07-04 21:40:00,-0.8674350923752738
2021-07-04 21:50:00,-0.9475440696496709
2021-07-04 22:00:00,
2021-07-04 22:10:00,-1.0470232292843031
2021-07-04 22:20:00,-0.8589379430411113
2021-07-04 22:30:00,-0.9761661886380667
2021-07-04 22:40:00,-1.0434038859887056
2021-07-04 22:50:00,-0.9849260730451562
2021-07-04 23:00:00,-1.0199782843485161
2021-07-04 23:10:00,-0.9837617106392424
2021-07-04 23:20:00,-0.8729996432523432
2021-07-04 23:30:00,-0.8659653131275857
2021-07-04 23:40:00,-0.7995710189670069
2021-07-04 23:50:00,-0.8534512550214967
2021-07-05 00:00:00,-0.8405468747790329
2021-07-05 00:10:00,-0.9308534851666558
2021-07-05 00:20:00,-0.811528716457049
2021-07-05 00:30:00,-0.885475598688947
2021-07-05 00:40:00,-0.7291527425880806
2021-07-05 00:50:00,-0.9643181132482138
2021-07-05 01:00:00,-0.8794001775779106
2021-07-05 01:10:00,
2021-07-05 01:20:00,-0.7971960715648924
2021-07-05 01:30:00,-0.9770437138568706
2021-07-05 01:40:00,-0.7942021837733376
2021-07-05 01:50:00,-0.9304333506109946
2021-07-05 02:00:00,-0.9831774793610553
2021-07-05 02:10:00,-0.8776219111476278
2021-07-05 02:20:00,
2021-07-05 02:30:00,-0.8481531718850371
2021-07-05 02:40:00,-0.9219722166309167
2021-07-05 02:50:00,-0.9634174221996248
2021-07-05 03:00:00,-0.8556933984022786
2021-07-05 03:10:00,-0.8915340929764781
2021-07-05 03:20:00,-0.8775892923592601
2021-07-05 03:30:00,-0.9505716414415241
2021-07-05 03:40:00,-0.8545508800903342
2021-07-05 03:50:00,-0.7594612071182779
2021-07-05 04:00:00,-0.9656495329744698
2021-07-05 04:10:00,-0.9078721097354243
2021-07-05 04:20:00,-0.8838564061062267
2021-07-05 04:30:00,-0.928648095904554
2021-07-05 04:40:00,-0.9528917818119176
2021-07-05 04:50:00,-0.9766255318522472
2021-07-05 05:00:00,-0.6739221923556498
2021-07-05 05:10:00,-0.744606189741274
2021-07-05 05:20:00,-0.8046639427735244
2021-07-05 05:30:00,-0.9550378870266879
2021-07-05 05:40:00,-1.009593139409131
2021-07-05 05:50:00,-0.7940732389991282
2021-07-05 06:00:00,-0.823497370279228
2021-07-05 06:10:00,-0.8157670849406184
2021-07-05 06:20:00,-0.8650422199313533
2021-07-05 06:30:00,-0.8219242146829423
2021-07-05 06:40:00,
2021-07-05 06:50:00,
2021-07-05 07:00:00,-0.8052924867700295
2021-07-05 07:10:00,-0.7295374894370193
2021-07-05 07:20:00,-0.808760889248188
2021-07-05 07:30:00,-0.8704213624434096
2021-07-05 07:40:00,-0.8774955176030981
2021-07-05 07:50:00,-0.884112557751551
2021-07-05 08:00:00,-0.8532242343156236
2021-07-05 08:10:00,-0.9220827346809771
2021-07-05 08:20:00,-0.7641432558976211
2021-07-05 08:30:00,-0.8223478301290558
