[2023-11-15T14:05:40.912+0000] {processor.py:157} INFO - Started process (PID=141448) to work on /opt/airflow/dags/timeseries.py
[2023-11-15T14:05:40.971+0000] {processor.py:829} INFO - Processing file /opt/airflow/dags/timeseries.py for tasks to queue
[2023-11-15T14:05:41.010+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:41.009+0000] {dagbag.py:536} INFO - Filling up the DagBag from /opt/airflow/dags/timeseries.py
[2023-11-15T14:05:45.086+0000] {processor.py:839} INFO - DAG(s) dict_keys(['simulator_dag_24', 'simulator_dag_44', 'simulator_dag_53', 'simulator_dag_14', 'simulator_dag_50', 'simulator_dag_38', 'simulator_dag_43', 'simulator_dag_52', 'simulator_dag_42', 'simulator_dag_1', 'simulator_dag_6', 'simulator_dag_18', 'simulator_dag_46', 'simulator_dag_8', 'simulator_dag_35', 'simulator_dag_2', 'simulator_dag_25', 'simulator_dag_39', 'simulator_dag_5', 'simulator_dag_10', 'simulator_dag_20', 'simulator_dag_13', 'simulator_dag_36', 'simulator_dag_54', 'simulator_dag_41', 'simulator_dag_27', 'simulator_dag_45', 'simulator_dag_32', 'simulator_dag_3', 'simulator_dag_28', 'simulator_dag_7', 'simulator_dag_22', 'simulator_dag_21', 'simulator_dag_40', 'simulator_dag_55', 'simulator_dag_17', 'simulator_dag_9', 'simulator_dag_26', 'simulator_dag_16', 'simulator_dag_19', 'simulator_dag_11', 'simulator_dag_4', 'simulator_dag_48', 'simulator_dag_34', 'simulator_dag_30', 'simulator_dag_49', 'simulator_dag_15', 'simulator_dag_57', 'simulator_dag_29', 'simulator_dag_23', 'simulator_dag_12', 'simulator_dag_51', 'simulator_dag_31', 'simulator_dag_47', 'simulator_dag_56', 'simulator_dag_37', 'simulator_dag_33']) retrieved from /opt/airflow/dags/timeseries.py
[2023-11-15T14:05:46.090+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:46.089+0000] {dag.py:2941} INFO - Sync 57 DAGs
[2023-11-15T14:05:48.253+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.247+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_1 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.369+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.369+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_21 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.377+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.376+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_22 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.380+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.380+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_23 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.383+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.383+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_24 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.389+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.387+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_25 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.395+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.394+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_26 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.399+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.398+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_27 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.403+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.402+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_28 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.415+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.415+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_29 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.419+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.419+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_3 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.422+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.422+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_30 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.426+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.425+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_31 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.429+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.428+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_32 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:05:48.440+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.439+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_33 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.443+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.443+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_34 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.456+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.455+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_35 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.468+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.467+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_36 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:05:48.498+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.497+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_37 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.505+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.504+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_38 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.510+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.510+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_39 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.514+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.514+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_4 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.520+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.520+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_40 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.524+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.524+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_41 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.528+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.528+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_42 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.546+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.545+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_43 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.553+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.553+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_44 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.557+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.557+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_45 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.561+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.561+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_46 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.568+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.565+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_47 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.574+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.573+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_48 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:05:48.578+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.577+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_49 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.582+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.581+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_5 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.593+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.592+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_50 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.597+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.596+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_51 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.600+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.600+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_52 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.607+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.607+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_53 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.611+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.611+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_54 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.615+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.614+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_55 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.619+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.618+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_56 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.626+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.626+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_57 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.641+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.640+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_6 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.645+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.645+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_7 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.655+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.654+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_8 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.659+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.659+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_9 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:05:48.822+0000] {processor.py:179} INFO - Processing /opt/airflow/dags/timeseries.py took 7.960 seconds
[2023-11-15T14:06:31.144+0000] {processor.py:157} INFO - Started process (PID=141488) to work on /opt/airflow/dags/timeseries.py
[2023-11-15T14:06:31.148+0000] {processor.py:829} INFO - Processing file /opt/airflow/dags/timeseries.py for tasks to queue
[2023-11-15T14:06:31.155+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:31.154+0000] {dagbag.py:536} INFO - Filling up the DagBag from /opt/airflow/dags/timeseries.py
[2023-11-15T14:06:33.434+0000] {processor.py:839} INFO - DAG(s) dict_keys(['simulator_dag_37', 'simulator_dag_27', 'simulator_dag_13', 'simulator_dag_49', 'simulator_dag_17', 'simulator_dag_30', 'simulator_dag_15', 'simulator_dag_50', 'simulator_dag_43', 'simulator_dag_55', 'simulator_dag_35', 'simulator_dag_44', 'simulator_dag_33', 'simulator_dag_1', 'simulator_dag_47', 'simulator_dag_10', 'simulator_dag_26', 'simulator_dag_29', 'simulator_dag_56', 'simulator_dag_21', 'simulator_dag_38', 'simulator_dag_11', 'simulator_dag_8', 'simulator_dag_32', 'simulator_dag_31', 'simulator_dag_25', 'simulator_dag_52', 'simulator_dag_24', 'simulator_dag_18', 'simulator_dag_20', 'simulator_dag_19', 'simulator_dag_54', 'simulator_dag_57', 'simulator_dag_40', 'simulator_dag_7', 'simulator_dag_2', 'simulator_dag_42', 'simulator_dag_28', 'simulator_dag_12', 'simulator_dag_51', 'simulator_dag_45', 'simulator_dag_23', 'simulator_dag_4', 'simulator_dag_41', 'simulator_dag_6', 'simulator_dag_53', 'simulator_dag_39', 'simulator_dag_16', 'simulator_dag_46', 'simulator_dag_14', 'simulator_dag_48', 'simulator_dag_36', 'simulator_dag_5', 'simulator_dag_9', 'simulator_dag_3', 'simulator_dag_34', 'simulator_dag_22']) retrieved from /opt/airflow/dags/timeseries.py
[2023-11-15T14:06:34.595+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.595+0000] {dag.py:2941} INFO - Sync 57 DAGs
[2023-11-15T14:06:34.726+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.725+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_1 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.741+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.741+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_10 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.770+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.769+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_11 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.786+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.780+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_12 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.807+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.807+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_13 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.816+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.815+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_14 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.827+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.827+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_15 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.842+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.842+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_16 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.858+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.858+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_17 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.872+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.872+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_18 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.891+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.880+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_19 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.895+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.895+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_2 to 2023-11-15T00:00:00+00:00, run_after=2023-11-17T00:00:00+00:00
[2023-11-15T14:06:34.915+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.914+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_20 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.930+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.929+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_21 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.934+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.933+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_22 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.965+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.965+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_23 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.971+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.971+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_24 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.977+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.977+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_25 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.986+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.985+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_26 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:34.995+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:34.995+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_27 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.005+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.004+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_28 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.020+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.019+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_29 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.039+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.038+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_3 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.068+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.067+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_30 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.093+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.093+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_31 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.143+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.143+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_32 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:06:35.225+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.225+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_33 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.304+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.275+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_34 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:06:35.339+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:06:35.338+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_35 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
